,loss,precision_1,recall_1,iou,categorical_accuracy,val_loss,val_precision_1,val_recall_1,val_iou,val_categorical_accuracy
0,0.8082482814788818,0.6040469408035278,0.3555464446544647,0.4413517117500305,0.8068768978118896,0.543742835521698,0.8569343686103821,0.4099874794483185,0.47237628698349,0.8760712742805481
